Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
,,SP,,,,,,,,,,,"55,21","60,78"
CANOLA EM GRÃOS (60 kg),,PR,"57,93","56,75","59,63","58,50","56,80","57,13","61,70","63,50","67,75","70,70","68,13","67,00"
,,RS,"54,75","52,51","58,46","61,06","58,25","58,87","62,72","66,68","70,59","73,57","73,03","72,30"
CARÁ (20 kg),,DF,,,,,,,,,,,"58,00","70,37"
,,RN,,,,,,,,,,,,"3,80"
CARÁ (kg),ATACADO,AL,,,,,,,,"3,66",,"3,50","3,44","3,75"
,,CE,"6,25","6,42","6,65","6,79","6,32","6,28","5,93","6,26","6,38","6,20","6,50","6,53"
,,DF,"1,85","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,47","2,50","4,43"
,,ES,"1,58","2,07","2,29","1,95","1,62","1,48","1,46","1,46","1,37","1,45","1,53","2,74"
,,GO,"2,34","2,12","2,10","2,24","2,01","2,17","1,91","1,73","1,82","2,09","3,87","4,27"
,,MG,"2,97","3,10","2,50","2,33","2,16","2,29","2,12","1,84","1,79","2,37","2,48",
,,MS,"3,63","3,83","3,92","3,55","3,52","3,36","3,63","3,45","3,08","3,01","3,24","4,18"
,,PB,,,,,,,,,,,,"3,80"
,,PE,"2,07","2,33","2,33","2,33","2,33","2,33","2,33","2,33","2,40","2,75","3,31","3,33"
,,PI,,,,,"3,53","3,80","3,80","3,50","3,80","4,00","4,00","4,00"
,,PR,"2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50",,"2,50"
,,RJ,"1,75","1,56","1,85","2,33","1,88","1,68","1,67","1,78","1,94","1,91","2,40","4,91"
,,RN,"2,56","2,77","2,77","2,96","2,20","2,10","2,39","2,22","2,84","3,33","3,85","4,87"
,,RS,"3,92","3,83","3,76","4,03","4,00","3,80","4,00","3,70","4,00","3,50","3,50","4,63"
,,SC,"3,67","4,50","4,38","3,75","3,16","2,71","2,50","2,50","2,50","2,44","1,70","5,24"
,,SP,"2,56","2,56","2,55","2,44","2,21","1,99","2,02","1,88","1,88","1,91","3,19","4,87"
,,TO,"3,26",,"3,25","3,48","3,26","3,21","3,20","3,46","3,10","2,75","2,91","3,21"
,PRODUTOR,RN,,,,,,,,,,,,"4,20"
,,RO,,,,,,,,,,,"2,02","2,02"
,,RR,"2,65","2,65","2,65","2,65","2,69","2,70","2,70","2,71","2,75","2,75",,
CARÁ SÃO TOMÉ (kg),,PB,,,,,,,,,,,,"2,95"
CARNE BOVINA (15 kg),,RJ,"141,00","132,50","130,00","130,00","136,00","135,00","135,00","135,00","138,75","144,00","150,00","150,00"
CARNE BOVINA ACÉM (kg),VAREJO,PR,,,,,,,,,,"13,90","16,53","16,50"
CARNE BOVINA CARCAÇA DE BOI (15 kg),PRODUTOR,SC,,,,,,,,,,"152,88","152,44","152,44"
CARNE BOVINA CARCAÇA DE VACA (15 kg),,SC,,,,,,,,,,"143,63","143,19","141,31"
CARNE BOVINA CHARQUE PA CRAY-O-VAC (500 g),VAREJO,GO,"14,72","13,57","13,66","14,28","13,96","15,79","13,51","14,04","14,85","15,86","16,00","17,85"
,,SP,"11,30","11,25","11,20","11,92","11,45","11,40","11,45","12,41","12,00","11,97","12,00","11,95"
,,TO,"14,48","16,29","18,49","15,26","17,92","14,90","15,82","17,50","18,56","17,74","14,98","16,86"
CARNE BOVINA CHARQUE PA MANTA (kg),,GO,"28,22","26,97","27,00","28,22","27,33","30,18","26,62","28,27","29,58","30,42","30,38","36,10"
,,RJ,"15,83","16,46","17,90","17,15","17,67","13,95","18,18","19,07","19,69","20,51","23,23","24,63"
,,SP,"17,20","20,00","20,00","21,62","21,76","22,10","22,01","23,00","22,72","22,57","21,35","21,40"
CARNE BOVINA CONGELADO QUARTO TRASEIRO SEM OSSO (kg),,CE,"21,33","21,97","21,64","21,64","22,33","22,49","23,50","23,93","23,61","24,41","24,43","24,83"
CARNE BOVINA COSTELA (kg),,ES,,,,,,,,,,"12,71","12,36","12,30"
CARNE BOVINA COSTELA MINDINHA (kg),,TO,,,,,,,,,,"15,78","15,66","15,93"
CARNE BOVINA DIANTEIRO COM OSSO (15 kg),ATACADO,AM,,,,,,,,,,"131,25","133,88","135,00"
CARNE BOVINA DIANTEIRO COM OSSO (25 - 30 kg),,AC,,,,,,,,,,"193,40","188,50","180,50"
,,GO,,,,,,,,,,"242,25",,
,,MA,,,,,,,,,,"239,63","250,08","255,25"
,,RR,,,,,,,,,,,"262,97","268,13"
CARNE BOVINA DIANTEIRO COM OSSO (40 - 45 kg),,RO,,,,,,,,,,"365,50","366,75","366,75"
CARNE BOVINA DIANTEIRO COM OSSO (kg),,AL,,,,,,,,,,"9,26","9,13","9,10"
,,ES,,,,,,,,,,"8,20","8,35","8,40"
,,MG,,,,,,,,,,"7,60","7,60","7,80"
,,MS,,,,,,,,,,"8,10","8,35","8,25"
,,PA,,,,,,,,,,,,"7,59"
,,PB,,,,,,,,,,"10,67","10,47","10,41"
,,PI,,,,,,,,,,"8,60","8,85","9,00"
,,PR,,,,,,,,,,"8,43","9,14","11,99"
,,RS,,,,,,,,,,"8,65","8,80","8,70"
,VAREJO,MG,,,,,,,,,,"8,60",,
CARNE BOVINA PONTA DE AGULHA (13 - 15 kg),ATACADO,RO,,,,,,,,,,"127,58","127,75","131,38"
CARNE BOVINA PONTA DE AGULHA (25 - 30 kg),,DF,,,,,,,,,,"304,50","272,50","272,50"
,,GO,,,,,,,,,,"257,38",,
,,PB,,,,,,,,,,"300,00","294,50","290,50"
CARNE BOVINA PONTA DE AGULHA (kg),,ES,,,,,,,,,,,"10,01","8,46"
,,MG,,,,,,,,,,"7,50","7,50","7,50"
,,MS,,,,,,,,,,"7,60","8,68","9,38"
,,PB,,,,,,,,,,"11,11","10,91","10,76"
,,PI,,,,,,,,,,"8,60","8,85","9,23"
,,RS,,,,,,,,,,"12,62","12,34","13,17"
,,SP,,,,,,,,,,"7,74","7,70","7,58"
,VAREJO,AC,,,,,,,,,,"10,90","10,10","9,91"
,,AP,,,,,,,,,,,"13,80","13,82"
,,BA,,,,,,,,,,,,"10,56"
,,DF,,,,,,,,,,"10,90","11,14","13,90"
,,GO,,,,,,,,,,,"10,88","10,81"
,,MG,,,,,,,,,,"8,00","7,75","8,99"
,,MS,,,,,,,,,,,"16,50","10,51"
,,PB,,,,,,,,,,"10,35","10,35","11,00"
,,PI,,,,,,,,,,"10,70","10,70","11,70"
,,RN,,,,,,,,,,"15,49","15,49",
,,RO,,,,,,,,,,"10,99","11,82","10,32"
,,RS,,,,,,,,,,"17,83","14,18","19,60"
,,SE,,,,,,,,,,,,"16,77"
,,SP,,,,,,,,,,"8,75","8,78","8,89"
CARNE BOVINA QUARTO DIANTEIRO COM OSSO (15 kg),ATACADO,PR,"99,50","103,74","104,70","115,39","122,10","122,97","126,78","128,53","125,36","125,99","128,23","127,99"
CARNE BOVINA QUARTO DIANTEIRO COM OSSO (kg),,GO,"7,68","8,13","8,45","8,70","8,90","9,18","8,84","8,70","9,24","9,09","9,45","9,22"
,,SP,"6,31","5,90","6,13","6,90","7,64","7,65","8,04","8,24","8,03","7,82","7,68","7,71"
,VAREJO,CE,"12,94","12,75","12,78","12,68","12,33","12,40","12,34","12,27","12,41","12,55","12,48","12,55"
CARNE BOVINA QUARTO TRASEIRO COM OSSO (15 kg),ATACADO,PR,"178,74","179,03","177,53","179,42","181,32","177,13","176,64","175,43","176,43","175,73","181,99","192,88"
CARNE BOVINA QUARTO TRASEIRO COM OSSO (kg),,GO,"11,00","11,56","12,11","12,50","12,16","11,95","11,01","11,49","11,80","11,81","12,30","12,03"
,,SP,"11,56","10,90","11,00","11,00","11,08","10,98","11,26","10,75","10,76","11,64","11,80","11,98"
CARNE BOVINA QUARTO TRASEIRO SEM OSSO (kg),VAREJO,CE,"18,00","18,00","18,00","18,00","18,00","18,50","19,00","19,00","19,00","19,00","19,00","19,00"
CARNE BOVINA TRASEIRO COM OSSO (kg),ATACADO,PR,,,,,,,,,,"12,16","13,22","14,28"
CARNE CAPRINA CARCAÇA (kg),,CE,,,,,,,,,,,,"13,67"
,PRODUTOR,BA,,"13,00","16,00","13,33",,,"12,00","16,50","16,00","16,00","15,25","16,33"
,,CE,,,,,,,,,,"13,00","12,67","11,83"
,,PB,,,,,,,,,,"12,25","12,15","12,25"
,,PI,"14,40","15,25","15,63","15,50","15,80","16,25","15,08","14,69","14,94","14,38","14,69","14,63"
,,RN,"15,70","15,81","15,81","15,81","15,81","15,81","15,81","15,81","15,81","15,88","16,00","16,00"
,,RR,"11,00","11,08","11,23","11,00","11,28","11,25","11,30","11,26","11,56","12,80","12,50","12,50"
CARNE CAPRINA DIANTEIRA (kg),,DF,,,,,,,,,,,,"18,00"
,,PB,,,,,,,,,,"12,25","12,15","12,23"
CARNE CAPRINA TRASEIRA (kg),,DF,,,,,,,,,,,,"18,00"
,,PB,,,,,,,,,,"12,25","12,23","12,28"
CARNE DE FRANGO CONGELADA SEM MIÚDOS (kg),ATACADO,SC,,,,,,,,,,"6,14","6,34","6,52"
,VAREJO,SC,,,,,,,,,,"6,55","6,75","6,63"
CARNE DE FRANGO CONGELADO (18 kg),ATACADO,RO,,,,,,,,,,"94,05","101,50","105,98"
CARNE DE FRANGO CONGELADO (20 kg),,AC,,,,,,,,,,"88,00","84,00","92,00"
,,AP,,,,,,,,,,,"121,70","117,57"
,,CE,,,,,,,,,,"112,00","116,50","115,84"
,,DF,,,,,,,,,,"98,50","109,80","110,00"
,,GO,,,,,,,,,,"95,40",,"99,27"
,,MG,,,,,,,,,,"88,50","88,75","90,50"
,,MS,,,,,,,,,,"90,75","89,75","88,00"
,,PA,,,,,,,,,,"108,39","108,51","113,19"
,,PB,,,,,,,,,,"106,00","104,25","101,00"
,,RR,,,,,,,,,,"119,44","124,22","115,72"
CARNE DE FRANGO CONGELADO (kg),,AL,"6,08","6,20","6,28","6,83","7,22","7,50","7,32","6,85","6,75","5,72","5,69","5,89"
,,AM,"4,24","4,23","4,31","4,32","4,40","4,43","4,34","4,58","4,86","4,90","5,18","5,67"
,,ES,,,,,,,,,,"4,60","4,73","4,57"
,,GO,,,,,,,,,,"4,77",,"4,96"
,,MG,"3,72","3,80","4,05","3,83","3,74","3,75","3,90","3,98","4,45","4,61","4,58","4,58"
,,MS,"4,01","3,66","3,66","3,70","3,73","3,91","3,84","3,86","4,13","4,44","4,45","4,43"
,,PB,"4,39","4,21","4,10","4,21","4,30","4,39","4,12","4,18","4,60","5,14","5,11","5,05"
,,PE,"4,24","4,00","3,84","4,03","4,00","4,26","4,18","4,15","4,38","5,12","5,40","5,15"
,,PI,,,,,,,,,,"5,40","5,45","5,60"
,,PR,"3,91","3,98","4,06","3,98","3,94","3,93","4,00","3,93","4,20","4,64","4,70","4,74"
,,RJ,"4,78","4,69","4,54","4,33","4,40","4,48","4,37","4,43","4,71","4,85","5,00","5,09"
,,RN,,,,,,,,,,"5,19","5,20","5,40"
,,RS,"4,78","4,66","4,58","4,29","4,00","3,89","4,36","4,34","4,29","4,82","4,74","4,95"
,,SP,,,,,,,,,,"4,55","4,37","4,11"
,VAREJO,AC,,,,,,,,,,"4,25","4,45","4,85"
,,AM,,,,,,,,,,,"5,44","5,96"
,,AP,,,,,,,,,,,"8,52","8,62"
,,BA,,,,,,,,,,,,"5,11"
,,CE,,,,,,,,,,,,"5,74"
,,DF,,,,,,,,,,"5,00","6,07","6,80"
,,ES,,,,,,,,,,"5,54","5,85","5,76"
,,GO,,,,,,,,,,,"5,43","6,17"
,,MG,,,,,,,,,,"4,70","4,73","4,85"
,,MS,,,,,,,,,,,"5,74","6,43"
,,PA,,,,,,,,,,"5,96","5,96","5,97"
,,PB,,,,,,,,,,"5,57","5,66","6,15"
,,PI,,,,,,,,,,"6,48","6,41","6,25"
,,RJ,,,,,,,,,,,"6,85","6,51"
,,RN,,,,,,,,,,"5,19","5,20","5,30"
,,RR,,,,,,,,,,"6,16","6,22","6,74"
,,RS,,,,,,,,,,"4,22","6,54","5,04"
,,SE,,,,,,,,,,,,"6,27"
,,SP,,,,,,,,,,"3,60","3,55","3,60"
,,TO,,,,,,,,,,"6,99","6,66","7,26"
CARNE DE FRANGO PARA CORTE (kg),PRODUTOR,ES,"2,76","2,71","2,80","2,74","2,58","2,61","2,72","2,72","2,83","3,00","3,12","3,15"
CARNE DE FRANGO RESFRIADO (20 kg),ATACADO,CE,,,,,,,,,,"114,00","115,50","117,00"
,,GO,,,,,,,,,,"99,80",,"127,00"
,,MS,,,,,,,,,,"91,25","90,75","89,00"
,,PA,,,,,,,,,,"114,10","113,95","115,75"
CARNE DE FRANGO RESFRIADO (kg),,AL,,,,,,,,,,"6,10","6,53","6,90"
,,ES,,,,,,,,,,"4,99","5,17","4,97"
,,GO,,,,,,,,,,"4,99",,"6,38"
,,MG,"3,82","3,90","4,15","3,93","3,84","3,85","4,00","4,08","4,55","4,66","4,68","4,65"
,,MS,"4,01","3,66","3,66","3,70","3,73","3,91","3,84","3,84","4,18","4,50","4,55","4,50"
,,PE,"4,52","4,50","4,40","4,18","4,10","4,20","4,20","4,30","4,35","5,29","5,50","5,50"
,,PI,,,,,,,,,,"5,50","5,98","6,53"
,,PR,"3,96","3,98","4,04","4,05","3,99","4,09","4,14","4,03","4,29","4,70","4,81","4,91"
,,RN,,,,,,,,,,"6,00","6,00","6,20"
,,RS,"4,50","4,55","4,58","4,37","4,36","4,45","4,52","4,74","4,86","5,34","5,23","5,03"
,,SP,"3,28","3,25","3,55","3,60","3,41","3,40","3,52","3,72","3,67","4,25","4,29","4,72"
,PRODUTOR,CE,"4,70","4,70","4,70","4,70","4,46","4,40","4,30","4,40","4,40","4,40","5,15","5,74"
,VAREJO,BA,,,,,,,,,,,,"7,10"
,,CE,,,,,,,,,,,,"7,37"
,,DF,,,,,,,,,,"4,60","5,70","6,54"
,,ES,,,,,,,,,,"7,61","7,60","6,72"
,,GO,,,,,,,,,,,"6,19","6,07"
,,MG,,,,,,,,,,"4,80","4,83","5,29"
,,MS,,,,,,,,,,,"7,73","5,98"
,,PA,,,,,,,,,,"5,99","6,05","6,27"
,,PB,,,,,,,,,,"6,80","6,70","6,85"
,,PI,,,,,,,,,,"6,53","7,20","7,35"
,,PR,,,,,,,,,,"5,98","6,34","6,95"
,,RN,,,,,,,,,,"5,60","5,68","5,80"
,,RS,,,,,,,,,,"6,21","6,21","5,96"
,,SE,,,,,,,,,,,,"7,92"
,,SP,,,,,,,,,,"4,70","3,80","3,85"
CARNE SUÍNA CARCAÇA EXPORTAÇÃO (kg),ATACADO,MG,,,,,,,,,,"6,25","6,15","6,00"
CARNE SUÍNA CONGELADA CARCAÇA (kg),,CE,,,,,,,,,,,,"9,76"
,,MG,,,,,,,,,,"5,80","5,80","5,60"
,,MS,,,,,,,,,,"7,00","8,47","8,41"
,,PB,,,,,,,,,,"7,00","6,85","6,90"
,,PI,,,,,,,,,,"11,98","12,64","10,80"
,,RN,,,,,,,,,,"6,00","6,00","6,23"
,,SC,,,,,,,,,,"7,80","7,80","7,80"
,,SP,"6,75","5,20","5,49","5,35","4,90","5,05","5,10","5,08","5,75","6,54","6,23","6,16"
CARNE SUÍNA CONGELADO ABATIDO COM TOUCINHO (kg),PRODUTOR,CE,"8,10","7,80","7,60","7,00","6,84","6,75","7,02","7,05","7,05","7,47","7,80","7,95"
CARNE SUÍNA CONGELADO ABATIDO SEM TOUCINHO (kg),,CE,"9,70","9,55","9,41","9,00","8,80","8,85","9,02","9,05","9,05","9,50","9,80","9,95"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,AC,,,,,,,,,,"115,52","111,00","121,50"
,,AL,,,,,,,,,,"141,63","144,72","150,90"
,,AP,,,,,,,,,,,"107,95","119,91"
,,DF,,,,,,,,,,"105,50","118,80","130,80"
,,GO,,,,,,,,,,"141,30",,"128,79"
,,MA,,,,,,,,,,"92,80","90,30","94,93"
,,PA,,,,,,,,,,,,"114,11"
,,PB,,,,,,,,,,"96,00","95,00","99,30"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),,CE,,,,,,,,,,,,"9,00"
,,ES,,,,,,,,,,"9,00","9,61","8,75"
,,MG,,,,,,,,,,"7,00","7,00","7,30"
,,MS,,,,,,,,,,,"9,92","9,81"
,,PI,,,,,,,,,,,"12,63","12,78"
,,PR,,,,,,,,,,"8,26","8,97","13,39"
,,RJ,,,,,,,,,,,"10,87","11,06"
,,RN,,,,,,,,,,"6,99","6,99","7,25"
,,SC,,,,,,,,,,"7,95","8,58","8,31"
,,SP,,,,,,,,,,,,"10,45"
,VAREJO,ES,,,,,,,,,,"11,82","11,96","11,58"
,,PA,,,,,,,,,,,,"9,77"
CARNE SUÍNA CONGELADO PERNIL (kg),ATACADO,SP,"9,71","7,98","8,96","9,15","9,04","9,35","9,48","9,19","9,94","10,78","11,26","10,83"
CARNE SUÍNA PARA CORTE (15 kg),PRODUTOR,ES,"97,39","88,80","87,35","74,25","67,44","74,49","76,34","76,88","79,69","87,06","87,61","85,35"
CARNE SUÍNA PÉ (15 kg),ATACADO,ES,"69,45","59,16","58,78","53,44","52,50","56,53","57,75","57,94","65,16","69,15","65,06","66,94"
CARNE SUÍNA RESFRIADA CARCAÇA (kg),,ES,,,,,,,,,,"7,05","6,90","7,15"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,CE,,,,,,,,,,,,"13,76"
,,DF,,,,,,,,,,"10,50","10,60","11,62"
,,GO,,,,,,,,,,,"12,41","11,53"
,,MA,,,,,,,,,,,"11,00",
,,MG,,,,,,,,,,"9,00","9,00","9,10"
,,MS,,,,,,,,,,,"10,98","11,58"
,,PB,,,,,,,,,,"14,50","14,50","15,18"
,,PI,,,,,,,,,,"13,20","13,20","11,97"
,,PR,,,,,,,,,,"11,75","12,46","12,50"
,,RJ,,,,,,,,,,,"11,91","11,15"
,,RN,,,,,,,,,,"9,90","9,60","9,90"
,,RO,,,,,,,,,,"12,98","10,95","12,35"
,,RR,,,,,,,,,,"16,75","16,39","16,40"
,,RS,,,,,,,,,,"9,90","9,52","11,87"
,,SC,,,,,,,,,,"8,43","8,98","9,45"
,,SP,,,,,,,,,,"9,65","9,60","9,55"
,,TO,,,,,,,,,,"10,91","11,98","11,94"
CAROÇO DE ALGODÃO (15 kg),PRODUTOR,GO,"7,40","7,82","9,00","9,00","9,00","9,00","9,00","9,26","9,41","9,98","9,56","9,30"
CAROÇO DE ALGODÃO (t),ATACADO,BA,"400,00","510,00","510,00","595,00","680,00","710,00","646,00","535,00","610,00","654,00","683,75","820,00"
,,GO,"497,60","500,00","500,00","500,00","500,00","600,00","600,00","625,00","650,00","620,00","616,25","605,00"
,,MS,"475,75","480,00","480,00","505,00","493,75","498,33","529,00","502,50","505,00","534,00","535,00","550,00"
,,MT,"388,46","388,46","388,46","388,46","388,46","388,46","426,68",,,,,
,PRODUTOR,GO,,,,,,,,,,,"598,75","590,00"
,,PI,,,,,,,,,,,,"600,00"
CASTANHA DE BABAÇU AMÊNDOA (kg),,CE,"1,04","1,08","1,04","1,03","1,03","1,01","0,95","1,10","1,25","1,15","1,15","1,15"
,,MA,"1,20","1,18","1,16","1,21","1,42","1,55","1,59","1,56","1,58","1,56","1,36","1,31"
,,PA,"1,20","1,20",,,,,,,,,,
,,PI,"1,68","1,68","1,69","1,70","1,70","1,70","1,70","1,50","1,50","1,50","1,53","1,62"
,,TO,"1,20","1,20","1,15","1,15",,"1,10","1,10","1,13","1,15","1,20","1,20","1,19"
CASTANHA DE CAJU BENEFICIADA (kg),,RN,,,,,,,,,,,,"31,00"
CASTANHA DE CAJU EM CASCA (kg),ATACADO,BA,,,,,,,,,,,"4,00","4,00"
,PRODUTOR,AL,"2,30","2,32","2,39","2,50","2,50","2,50","2,50","2,45","2,45","2,45",,
,,BA,"2,00",,,,,,,,,,"3,50","3,05"
,,CE,"2,42","2,48","2,48","2,49","2,49","2,70","3,35","3,18","2,57","2,54","2,84","3,00"
,,MA,"1,95","1,95","1,95","1,91","1,84","1,74","1,70","1,73","1,89","1,95",,
,,PB,"2,93","3,10","2,95","2,80",,,,,,,,
,,PE,"1,99","2,10","2,10","2,10","2,10","2,10","2,10","2,10","2,10",,,
,,PI,"1,97","1,92","1,98","1,99","2,00","2,07","1,94","1,93","2,29","2,50","2,65","2,71"
,,RN,"2,56","2,57","2,61","2,59","2,63","2,66","3,08","3,37","3,44","3,39","3,24","3,42"
,,TO,"1,95","1,95","1,95","1,95",,,,,,"1,60",,
CASTANHA DO BRASIL BENEFICIADA (20 kg),ATACADO,AM,,,,,,,,,,,"780,00","780,00"
CASTANHA DO BRASIL BENEFICIADA (kg),,AM,"34,00","34,00","34,00","34,00","34,00","34,00","34,00","34,00","34,00","34,00","39,00","39,00"
CASTANHA DO BRASIL EM CASCA (10 kg),PRODUTOR,AC,"28,00","28,00","28,00","29,25","32,20","30,75","30,40",,,,"23,67","22,00"
CASTANHA DO BRASIL EM CASCA (hl),,AM,"116,12","116,52","126,53","135,97","126,32","126,94","130,00",,,,,
,,AP,"167,50","135,38","125,00","120,00","93,00","90,00","90,00","67,50","98,75","125,00","131,25","150,00"
,,RR,"127,40","127,50","130,00","130,67","127,60","122,50","125,00","125,00","126,88","129,42","160,59","175,00"
CASTANHA DO BRASIL EM CASCA (kg),,PA,"4,16","2,80",,"1,36","3,54","1,93","2,08","2,44","3,15",,,
,,RO,"3,72","3,85","3,90","3,81","3,83","2,00","3,75","3,37","2,78","2,70","2,74","3,43"
CASULO DE SEDA VERDE DE PRIMEIRA (kg) (kg),,PR,"15,94","15,86","15,86","15,91","16,01","15,76","15,74","15,86","15,87","16,24","16,21","16,16"
CEBOLA (20 kg),ATACADO,RR,,,,,,,,,,,"40,00","40,00"
,PRODUTOR,BA,,,,,,,,,,,,"33,63"
,,RS,"9,51","10,50",,,,,,,,,,"26,25"
CEBOLA (20 kg) (20 kg),,SC,"15,84","21,93","23,81","36,25","38,00",,,,,,"18,37","21,25"
CEBOLA (25 kg),,RS,"14,19","14,54",,,,,,,,,,"34,81"
CEBOLA AMARELA (kg),,SP,"0,90","1,10","1,80","1,76","1,87","2,45","3,14","3,25","3,80","2,56","2,68","2,73"
,VAREJO,PR,,,,,,,,,,"1,79","3,27","2,91"
,,SC,,,,,,,,,,"2,18","3,03","3,65"
"CEBOLA CLASSE 3, EXTRA, AMARELA (kg)",PRODUTOR,RS,,,,,,,,,,,,"1,35"
,VAREJO,RS,,,,,,,,,,"4,23","4,57","4,17"
CEBOLA (kg),ATACADO,AC,"1,60",,,,,,,,"4,25","4,25","4,25",
,,AL,,,,,,,,"3,00",,"1,54","2,19","2,56"
,,BA,"1,65","2,07","1,95","2,30","3,06","4,02","3,89","3,08","1,90","0,87","1,38","2,10"
,,CE,"1,84","2,67","2,74","2,66","4,10","4,97","4,74","3,87","2,55","1,35","1,86","2,80"
,,DF,"1,83","2,16","2,41","2,78","3,94","4,35","4,79","4,09","2,87","1,31","2,52","2,59"
,,ES,"1,55","1,63","2,24","2,56","3,64","4,02","4,48","3,62","2,58","1,16","2,11","2,42"
,,GO,"1,69","1,97","2,42","2,79","3,85","4,13","4,67","4,00","2,53","1,33","2,47","2,58"
,,MG,"1,60","1,97","2,09","2,36","3,51","3,62","3,89","3,35","2,52","1,16","1,96",
,,MS,"1,75","2,07","2,53","2,78","3,97","4,58","4,83","3,84","2,76","1,35","2,58","2,88"
,,PA,"1,66","2,05","2,44","2,59","3,59","4,20","3,94","3,40","2,32","1,19","1,63","2,35"
,,PB,"1,21","1,66","1,67","1,79","3,01","3,73","3,41","2,65","1,86","0,74","1,02","1,67"
,,PE,"1,72","2,40","2,59","2,56","3,91","4,58","4,22","3,49","2,31","1,04","1,62","2,47"
,,PI,,,,,"3,25","4,00","3,00","5,00","3,50","1,50","2,00","2,50"
,,PR,"1,57","1,90","2,16","2,35","3,60","4,18","4,70","3,61","2,40","1,25",,"2,35"
,,RJ,"1,58","1,97","2,18","2,40","3,66","3,97","4,29","4,03","3,02","1,44","2,37","2,58"
,,RN,"1,48","2,08","2,28","2,32","3,52","4,14","4,20","3,35","2,32","0,96","1,46","2,08"
,,SC,"1,25","1,85","1,75","2,25","3,86","4,44","4,50","3,65","2,45","1,22","1,97","1,92"
,,SP,"1,73","2,20","2,34","2,70","4,28","4,97","5,06","4,12","2,86","1,59","2,74","3,15"
,,TO,"1,97",,"2,80","3,19","4,54","5,30","5,32","4,31","3,37","1,84","3,03","3,32"
,PRODUTOR,DF,,,,,,,,,,,,"1,83"
,,RN,,,,,,,,,,,,"2,55"
,VAREJO,AC,,,,,,,,,,,"3,39","3,64"
,,BA,,,,,,,,,,,,"2,62"
,,CE,,,,,,,,,,,,"3,32"
,,DF,,,,,,,,,,,"3,65","3,93"
,,ES,,,,,,,,,,,"4,02","4,22"
,,GO,,,,,,,,,,,"3,87","4,02"
,,MG,,,,,,,,,,,"3,49","3,49"
,,MS,,,,,,,,,,,"4,15","4,60"
,,PA,,,,,,,,,,,"3,54","3,42"
,,PB,,,,,,,,,,,,"3,39"
,,PI,,,,,,,,,,,,"4,99"
,,RN,,,,,,,,,,,,"1,65"
,,RO,,,,,,,,,,,"3,52","2,99"
,,SE,,,,,,,,,,,,"3,76"
,,TO,,,,,,,,,,,"3,82","4,61"
CENTEIO EM GRÃOS (60 kg),PRODUTOR,PR,"28,00",,,,,,,,,,,
CERA DE CARNAÚBA ARENOSA TIPO 5 (15 kg),,CE,"234,00","240,00","247,50","250,00","252,00","260,00","280,00","290,00","290,00","290,00","260,00","267,50"
,,RN,"220,00","244,75","244,50","250,00","250,20","275,00","273,00","276,50","287,00","290,00","279,05","260,75"
CERA DE CARNAÚBA BRANCA TIPO 1 (15 kg),,CE,"256,00","260,00","267,50","270,00","280,00","300,00","300,00","310,00","310,00","310,00","300,00","300,00"
,,RN,"241,00","266,75","264,50","270,00","270,80","298,00","299,00","300,00","311,00","311,20","304,50","300,00"
CERA DE CARNAÚBA PRETA TIPO 4 (15 kg),,CE,"244,00","250,00","257,50","260,00","270,00","287,50","290,00","297,50","300,00","300,00","271,25","278,75"
,,RN,"228,00","253,25","255,50","260,00","260,60","291,50","288,60","290,00","296,00","300,00","285,00","274,50"
CEVADA CERVEJEIRA TIPO 1 (60 kg),,RS,,,,,,,,,,"32,08","32,49","32,73"
CEVADA EM GRÃOS (60 kg),,PR,"31,13","31,98","32,50","32,39","35,52","36,08","35,60","38,51","39,05","40,29","38,77","39,13"
,,RS,"25,99","26,38","25,98","29,55","31,61","29,56","29,31","31,26","32,24","32,12","32,49","32,73"
CLASSE 3 EXTRA AMARELA (kg) (kg),,PR,"0,87","1,02","1,24","1,36",,,,,,,,"1,20"
COCO DE BABAÇU (50 kg),,PI,,,,,,,,,,,,"3,00"
COCO DE BABAÇU (kg),,MA,"1,00","1,00","1,00","0,95","0,91","1,00","1,08","1,05","1,00","1,03","1,16","1,18"
COCO VERDE (un),ATACADO,AL,,,,,,,,"1,00",,"1,06","1,29","1,38"
,,BA,"0,94","1,01","0,86","1,06","1,09","1,08","0,94","0,97","0,98","0,97","1,11","1,17"
,,CE,"1,25","1,30","1,20","1,09","1,33","1,29","1,14","1,18","1,23","1,24","1,22","1,25"
,,DF,"1,20","1,37","1,52","1,38","1,33","1,40","1,40","1,40","1,28","1,20","1,20","1,20"
,,ES,"0,92","0,97","0,77","0,90","1,01","0,80","0,75","0,74","0,76","0,85","0,82","0,93"
,,GO,"2,00","2,00","2,00","2,00","2,00","2,00","1,85","1,80","1,78","1,71","1,90","1,97"
